Simulation,Method,Area,Time
82,LHS,1.5218639999999999,1.294400930404663
82,Antithetic Latin Sampling,1.5181740000000001,1.2643520832061768
82,Orthogonal Sampling,1.5222959999999999,0.5042059421539307
82,Antithetic Orthogonal Sampling,1.5216755460148967,0.2108628749847412
83,Random Sampling,1.5208289999999998,1.2518599033355713
83,Antithetic Random Sampling,1.5201719999999999,0.2377488613128662
83,LHS,1.520982,1.2987871170043945
83,Antithetic Latin Sampling,1.520838,1.266158103942871
83,Orthogonal Sampling,1.5224579999999999,0.5057849884033203
83,Antithetic Orthogonal Sampling,1.5213334426996952,0.2112140655517578
84,Random Sampling,1.5240150000000001,1.2466380596160889
84,Antithetic Random Sampling,1.517166,0.23105597496032715
84,LHS,1.519335,1.2913999557495117
84,Antithetic Latin Sampling,1.522008,1.2637131214141846
84,Orthogonal Sampling,1.521963,0.4950273036956787
84,Antithetic Orthogonal Sampling,1.521603524264328,0.2119920253753662
85,Random Sampling,1.519902,1.247189998626709
85,Antithetic Random Sampling,1.531692,0.2366640567779541
85,LHS,1.5223049999999998,1.2922370433807373
85,Antithetic Latin Sampling,1.5236640000000001,1.2622222900390625
85,Orthogonal Sampling,1.5223589999999998,0.49884796142578125
85,Antithetic Orthogonal Sampling,1.5226298342099314,0.21106886863708496
86,Random Sampling,1.5218099999999999,1.2589170932769775
86,Antithetic Random Sampling,1.522818,0.2339310646057129
86,LHS,1.5226199999999999,1.2887380123138428
86,Antithetic Latin Sampling,1.520388,1.2475552558898926
86,Orthogonal Sampling,1.5220259999999999,0.4918498992919922
86,Antithetic Orthogonal Sampling,1.5211173774479891,0.2132890224456787
87,Random Sampling,1.522449,1.2472069263458252
87,Antithetic Random Sampling,1.5175979999999998,0.23235511779785156
87,LHS,1.5238530000000001,1.3009698390960693
87,Antithetic Latin Sampling,1.5249780000000002,1.2459478378295898
87,Orthogonal Sampling,1.521918,0.5003230571746826
87,Antithetic Orthogonal Sampling,1.521729562327823,0.22127985954284668
88,Random Sampling,1.523538,1.242130994796753
88,Antithetic Random Sampling,1.528074,0.2330608367919922
88,LHS,1.523457,1.291208028793335
88,Antithetic Latin Sampling,1.519092,1.2620658874511719
88,Orthogonal Sampling,1.5223589999999998,0.5064928531646729
88,Antithetic Orthogonal Sampling,1.5223597526452988,0.21457695960998535
89,Random Sampling,1.513242,1.2314260005950928
89,Antithetic Random Sampling,1.526274,0.2373180389404297
89,LHS,1.5218009999999997,1.292086124420166
89,Antithetic Latin Sampling,1.523142,1.2596230506896973
89,Orthogonal Sampling,1.522404,0.4934349060058594
89,Antithetic Orthogonal Sampling,1.521711556890181,0.21087002754211426
90,Random Sampling,1.5239250000000002,1.2473840713500977
90,Antithetic Random Sampling,1.529874,0.2343590259552002
90,LHS,1.5203339999999999,1.29270601272583
90,Antithetic Latin Sampling,1.519146,1.2660620212554932
90,Orthogonal Sampling,1.5227190000000002,0.5005731582641602
90,Antithetic Orthogonal Sampling,1.522251720019446,0.21265387535095215
91,Random Sampling,1.523241,1.2580180168151855
91,Antithetic Random Sampling,1.520496,0.23614215850830078
91,LHS,1.521045,1.3023087978363037
91,Antithetic Latin Sampling,1.5168059999999999,1.2542288303375244
91,Orthogonal Sampling,1.521648,0.49855589866638184
91,Antithetic Orthogonal Sampling,1.522503796146436,0.21306395530700684
92,Random Sampling,1.5255809999999999,1.256131887435913
92,Antithetic Random Sampling,1.5159420000000001,0.22923994064331055
92,LHS,1.5213960000000002,1.295172929763794
92,Antithetic Latin Sampling,1.5203339999999999,1.2623698711395264
92,Orthogonal Sampling,1.521756,0.49119114875793457
92,Antithetic Orthogonal Sampling,1.522053660205382,0.21496295928955078
93,Random Sampling,1.5190379999999999,1.2608919143676758
93,Antithetic Random Sampling,1.52019,0.2346329689025879
93,LHS,1.523538,1.284972906112671
93,Antithetic Latin Sampling,1.5196139999999998,1.260457992553711
93,Orthogonal Sampling,1.5219900000000002,0.4963099956512451
93,Antithetic Orthogonal Sampling,1.5218015840783914,0.21317195892333984
94,Random Sampling,1.524042,1.252377986907959
94,Antithetic Random Sampling,1.5226199999999999,0.23535799980163574
94,LHS,1.5214950000000003,1.2937910556793213
94,Antithetic Latin Sampling,1.529442,1.2678771018981934
94,Orthogonal Sampling,1.522053,0.4947178363800049
94,Antithetic Orthogonal Sampling,1.5225218015840785,0.2129359245300293
95,Random Sampling,1.517247,1.2599318027496338
95,Antithetic Random Sampling,1.516194,0.2310318946838379
95,LHS,1.525311,1.3013768196105957
95,Antithetic Latin Sampling,1.5190020000000002,1.2605550289154053
95,Orthogonal Sampling,1.522485,0.5003342628479004
95,Antithetic Orthogonal Sampling,1.5221616928312351,0.21297025680541992
96,Random Sampling,1.524681,1.2617459297180176
96,Antithetic Random Sampling,1.5237,0.2331702709197998
96,LHS,1.519263,1.2837562561035156
96,Antithetic Latin Sampling,1.523538,1.2647991180419922
96,Orthogonal Sampling,1.52145,0.49263501167297363
96,Antithetic Orthogonal Sampling,1.5210813665727048,0.21103787422180176
97,Random Sampling,1.526157,1.2571628093719482
97,Antithetic Random Sampling,1.51227,0.23077011108398438
97,LHS,1.519632,1.3001577854156494
97,Antithetic Latin Sampling,1.5185699999999998,1.2742531299591064
97,Orthogonal Sampling,1.5217200000000002,0.5266478061676025
97,Antithetic Orthogonal Sampling,1.5216935514525387,0.21137714385986328
98,Random Sampling,1.5233400000000001,1.269078016281128
98,Antithetic Random Sampling,1.5210719999999998,0.23516297340393066
98,LHS,1.5243029999999997,1.3018760681152344
98,Antithetic Latin Sampling,1.5227100000000002,1.2725281715393066
98,Orthogonal Sampling,1.5218099999999999,0.49898695945739746
98,Antithetic Orthogonal Sampling,1.5214954916384749,0.2128300666809082
99,Random Sampling,1.5240150000000001,1.2708191871643066
99,Antithetic Random Sampling,1.530306,0.24140596389770508
99,LHS,1.5214050000000001,1.2959620952606201
99,Antithetic Latin Sampling,1.522062,1.2619960308074951
99,Orthogonal Sampling,1.521684,0.4990711212158203
99,Antithetic Orthogonal Sampling,1.5212074046362,0.21413779258728027
100,Random Sampling,1.522485,1.266826868057251
100,Antithetic Random Sampling,1.5223139999999997,0.24446773529052734
100,LHS,1.5206579999999998,1.3006069660186768
100,Antithetic Latin Sampling,1.519596,1.2602190971374512
100,Orthogonal Sampling,1.522215,0.5021548271179199
100,Antithetic Orthogonal Sampling,1.5215855188266856,0.21563386917114258

Method,Mean Area,Variance,STD,95% Confidence Interval,Average Time
Random Sampling,1.52209512,1.028313286560003e-05,0.0032067324281268043,"[1.5215, 1.5227]",1.2630343508720399
Antithetic Random Sampling,1.52242722,2.4432653991600016e-05,0.004942939812662098,"[1.5215, 1.5234]",0.23821890592575073
LHS,1.52178552,5.27129706959998e-06,0.0022959305454651672,"[1.5213, 1.5222]",1.296336395740509
Antithetic Latin Sampling,1.5215337,7.931762189999951e-06,0.0028163384366939907,"[1.5210, 1.5221]",1.2658785319328307
Orthogonal Sampling,1.5218609399999996,1.1706155640000945e-07,0.0003421425965880446,"[1.5218, 1.5219]",0.5074262857437134
Antithetic Orthogonal Sampling,1.5219693947572166,2.07186264007234e-07,0.0004551771786977396,"[1.5219, 1.5221]",0.21301872968673707
